"Hertfordshire","1112","44204"
"Lincolnshire","1112","40679"
"Devon","1112","38761"
"Derbyshire","1112","33947"
"Birmingham","1112","31712"
"Bradford","1112","31659"
"Nottinghamshire","1112","30428"
"Sandwell","1112","28548"
"Gloucestershire","1112","28089"
"Surrey","1112","27234"
"Kirklees","1112","26212"
"Wiltshire","1112","26135"
"Staffordshire","1112","24833"
"Northamptonshire","1112","23870"
"Sefton","1112","23041"
"Medway Towns UA","1112","22950"
"Wirral","1112","22475"
"West Sussex","1112","22472"
"Cambridgeshire","1112","22347"
"Cumbria","1112","21249"
"Leicestershire","1112","21218"
"Dudley","1112","19899"
"Worcestershire","1112","19446"
"Buckinghamshire","1112","18975"
"Leeds","1112","18775"
"Somerset","1112","18506"
"Durham","1112","17765"
"East Sussex","1112","17606"
"Lambeth","1112","17217"
"Sheffield","1112","16962"
"Wakefield","1112","16149"
"Stockport","1112","16139"
"Cheshire East UA","1112","14914"
"Northumberland","1112","14745"
"Cheshire West and Chester UA","1112","14554"
"South Tyneside","1112","13620"
"Plymouth UA","1112","13590"
"Wolverhampton","1112","13571"
"Liverpool","1112","13495"
"Dorset","1112","13464"
"Redbridge","1112","13357"
"Trafford","1112","13276"
"Manchester","1112","13159"
"Southend-on-Sea UA","1112","13075"
"Salford","1112","13001"
"Shropshire","1112","12975"
"East Riding of Yorkshire UA","1112","12845"
"Lewisham","1112","12614"
"Warwickshire","1112","12041"
"Barnet","1112","11980"
"Suffolk","1112","11927"
"Tameside","1112","11891"
"Rotherham","1112","11741"
"Bromley","1112","11450"
"Newcastle upon Tyne","1112","11445"
"Southampton UA","1112","11279"
"Leicester UA","1112","10815"
"North East Lincolnshire UA","1112","10771"
"Wigan","1112","10713"
"St. Helens","1112","10514"
"Croydon","1112","10472"
"North Somerset UA","1112","10440"
"Derby UA","1112","10431"
"North Tyneside","1112","10254"
"York UA","1112","10023"
"Bristol UA","1112","9890"
"Sunderland","1112","9854"
"Bolton","1112","9670"
"Westminster","1112","9346"
"Bexley","1112","9300"
"Stoke-on-Trent UA","1112","9236"
"Harrow","1112","9195"
"Hackney","1112","9192"
"Calderdale","1112","9074"
"Warrington UA","1112","8586"
"Peterborough UA","1112","8500"
"Herefordshire UA","1112","8382"
"Newham","1112","8299"
"Doncaster","1112","8263"
"Brent","1112","8249"
"Bury","1112","8240"
"Oldham","1112","8197"
"Middlesbrough UA","1112","8115"
"Greenwich","1112","8112"
"Barnsley","1112","8039"
"Poole UA","1112","7950"
"Rochdale","1112","7887"
"Enfield","1112","7832"
"Kingston upon Hull UA","1112","7810"
"Blackburn with Darwen UA","1112","7700"
"Swindon UA","1112","7474"
"Gateshead","1112","7257"
"Haringey","1112","7239"
"South Gloucestershire UA","1112","7193"
"Brighton and Hove UA","1112","7160"
"Hillingdon","1112","7037"
