Unnamed: 0,Unnamed: 1,Current LA code,Local authority,County,Region,Usual residents 1991,Usual residents 2001,Usual residents 2011,Percentage change in usual residents 2001,Percentage change in usual residents 2011,Population density (km2) 2001,Population density (km2) 2011,Sex ratio 2001,Sex ratio 2011,Median age 2001,Median age 2011,Percentage of population aged 0-4 2001,Percentage of population aged 0-4 2011,Percentage of population aged 0-14 2001,Percentage of population aged 0-14 2011,Percentage of population aged 15-64 2001,Percentage of population aged 15-64 2011,Percentage of population aged 65 and over 2001,Percentage of population aged 65 and over 2011,Percentage of population aged 90 and over 2001,Percentage of population aged 90 and over 2011,Short term residents 2011,"Short-term residents per 10,000 usual residents 2011",Households 2001,Households 2011,Percentage change in households 2011,Average household size (persons) 2011,Response rate 2001,Response rate 2011,Internet return rates 2011
257.0,18UG,E07000044,South Hams,Devon,South West,"78,100","81,900","83,140",4.9,1.5,92.0,94,93.9,93.2,44.0,48.0,4.8,4.4,17.1,14.7,62.0,61.5,21.0,23.8,1.0,1.2,127,15.3,"35,000","36,858",5.3,2.2,98.4,97.1,12.2
294.0,18UH,E07000045,Teignbridge,Devon,South West,"109,400","121,200","124,220",10.8,2.5,180.0,184,91.9,94.0,44.0,47.0,5.0,4.8,17.2,15.3,60.6,61.4,21.9,23.4,1.1,1.3,61,4.9,"52,000","54,003",3.9,2.2,96.8,97.7,12.2
306.0,18UK,E07000046,Torridge,Devon,South West,"52,800","59,100","63,839",11.9,8.0,60.0,65,95.7,95.4,44.0,47.0,4.7,4.9,17.1,15.3,62.4,61.3,20.6,23.5,1.0,1.0,47,7.4,"25,000","27,986",11.9,2.2,95.9,97.6,11.5
325.0,18UL,E07000047,West Devon,Devon,South West,"46,100","48,900","53,553",6.1,9.5,42.0,46,96.4,95.2,44.0,47.0,4.7,4.8,17.0,15.4,63.4,61.4,20.0,23.1,1.0,1.2,36,6.7,"20,000","22,725",13.6,2.3,96.0,97.9,11.7
66.0,19UC,E07000048,Christchurch,Dorset,South West,"41,400","44,900","47,752",8.5,6.4,891.0,948,89.5,91.9,49.0,49.0,4.2,4.5,14.7,14.5,55.9,55.8,29.6,29.7,1.3,1.8,32,6.7,"21,000","21,475",2.3,2.2,97.8,96.2,13.1
92.0,19UD,E07000049,East Dorset,Dorset,South West,"78,700","83,900","87,166",6.6,3.9,237.0,246,91.1,92.9,47.0,49.0,4.4,4.3,15.9,14.4,58.9,57.7,25.3,27.9,1.0,1.5,73,8.4,"36,000","37,564",4.3,2.3,98.2,97.4,14.2
193.0,19UE,E07000050,North Dorset,Dorset,South West,"53,600","62,000","68,583",15.7,10.6,102.0,113,99.4,99.6,41.0,44.0,5.0,5.3,18.2,16.7,61.5,61.8,19.8,21.6,0.8,1.1,173,25.2,"25,000","28,670",14.7,2.3,98.0,96.6,13.6
220.0,19UG,E07000051,Purbeck,Dorset,South West,"43,300","44,400","44,973",2.5,1.3,110.0,111,93.9,96.0,44.0,47.0,4.7,4.7,17.1,15.0,61.3,60.6,21.6,24.3,0.9,1.1,25,5.6,"19,000","19,583",3.1,2.3,96.2,97.3,11.5
326.0,19UH,E07000052,West Dorset,Dorset,South West,"86,200","92,500","99,264",7.3,7.3,86.0,92,91.5,92.6,46.0,49.0,4.8,4.4,16.4,14.5,59.1,59.0,24.3,26.5,1.1,1.5,154,15.5,"41,000","44,386",8.3,2.2,98.6,97.4,10.5
332.0,19UJ,E07000053,Weymouth and Portland,Dorset,South West,"62,000","63,800","65,167",2.9,2.1,1528.0,"1,560",96.6,99.1,41.0,44.0,5.0,5.1,17.2,15.6,63.6,63.6,19.4,20.9,0.9,1.0,56,8.6,"27,000","28,535",5.7,2.2,96.2,95.2,12.4
58.0,23UB,E07000078,Cheltenham,Gloucestershire,South West,"107,000","110,000","115,732",2.8,5.2,2360.0,"2,482",94.3,95.4,37.0,38.0,5.4,5.6,17.1,15.9,65.5,67.4,17.5,16.7,0.8,1.0,435,37.6,"48,000","50,929",6.1,2.2,92.1,94.8,15.7
73.0,23UC,E07000079,Cotswold,Gloucestershire,South West,"74,800","80,400","82,881",7.5,3.1,69.0,71,94.7,93.8,42.0,46.0,5.3,4.7,17.4,15.4,62.3,62.2,19.9,22.3,0.9,1.2,176,21.2,"34,000","36,236",6.6,2.2,96.1,96.7,13.3
112.0,23UD,E07000080,Forest of Dean,Gloucestershire,South West,"75,800","80,100","81,961",5.7,2.3,152.0,156,95.4,96.6,41.0,45.0,5.7,4.9,18.4,15.8,64.0,63.5,17.2,20.7,0.6,0.9,79,9.6,"33,000","34,167",3.5,2.3,97.7,96.6,12.6
116.0,23UE,E07000081,Gloucester,Gloucestershire,South West,"103,500","109,900","121,688",6.2,10.7,2712.0,"3,001",96.6,97.6,36.0,38.0,6.6,6.8,20.6,18.6,64.6,66.6,15.1,14.8,0.5,0.6,177,14.5,"46,000","50,363",9.5,2.4,96.9,95.0,16.3
282.0,23UF,E07000082,Stroud,Gloucestershire,South West,"104,100","108,100","112,779",3.8,4.3,235.0,245,96.4,96.9,41.0,44.0,5.6,5.4,18.8,16.9,63.7,63.6,17.6,19.5,0.8,0.9,104,9.2,"45,000","47,794",6.2,2.3,97.6,96.2,13.4
298.0,23UG,E07000083,Tewkesbury,Gloucestershire,South West,"70,700","76,500","81,943",8.2,7.1,185.0,198,94.7,95.7,41.0,44.0,5.6,5.6,18.3,16.6,64.2,63.2,17.6,20.1,0.7,0.9,91,11.1,"32,000","35,126",9.8,2.3,97.8,96.5,14.7
175.0,40UB,E07000187,Mendip,Somerset,South West,"97,400","104,000","109,279",6.8,5.1,141.0,148,95.5,95.5,40.0,43.0,5.7,5.4,19.0,17.2,63.8,63.3,17.3,19.5,0.9,1.0,136,12.4,"43,000","46,157",7.3,2.3,96.6,96.7,13.7
244.0,40UC,E07000188,Sedgemoor,Somerset,South West,"98,600","106,000","114,588",7.5,8.1,188.0,203,95.0,95.7,41.0,44.0,5.5,5.5,18.3,16.7,62.5,62.8,19.2,20.5,0.8,1.0,79,6.9,"45,000","48,801",8.4,2.3,97.1,96.5,13.6
265.0,40UD,E07000189,South Somerset,Somerset,South West,"142,600","151,100","161,243",6.0,6.7,158.0,168,95.6,96.3,41.0,44.0,5.6,5.4,18.2,16.5,62.0,61.9,19.7,21.6,0.9,1.1,176,10.9,"64,000","69,501",8.6,2.3,97.6,96.6,13.5
293.0,40UE,E07000190,Taunton Deane,Somerset,South West,"95,200","102,600","110,187",7.8,7.4,222.0,238,92.7,93.6,40.0,43.0,5.4,5.7,17.9,16.8,62.8,63.2,19.1,20.0,0.9,1.2,202,18.3,"44,000","46,907",6.6,2.3,96.6,95.9,12.1
330.0,40UF,E07000191,West Somerset,Somerset,South West,"31,900","35,100","34,675",10.0,-1.2,48.0,48,90.2,91.6,48.0,51.0,4.6,4.2,15.1,12.9,58.7,58.1,26.5,29.1,1.1,1.5,58,16.7,"16,000","15,623",-2.4,2.1,93.2,96.8,10.7
147.0,00NA,W06000001,Isle of Anglesey,Gwynedd,Wales,"69,100","67,800","69,751",-1.9,2.9,95.0,98,93.7,96.6,42.0,45.0,5.3,5.6,18.1,15.9,62.8,61.7,18.9,22.4,0.7,1.1,148,21.2,"28,800","30,594",6.2,2.3,92.0,93.4,13.0
122.0,00NC,W06000002,Gwynedd,Gwynedd,Wales,"115,000","116,800","121,874",1.6,4.3,46.0,48,92.1,96.7,40.0,42.0,5.8,5.6,18.2,16.1,62.8,63.3,18.9,20.6,0.8,1.0,728,59.7,"49,300","52,473",6.4,2.2,90.3,92.9,12.1
69.0,00NE,W06000003,Conwy,Clwyd,Wales,"108,000","109,700","115,228",1.6,5.0,97.0,102,90.8,93.7,44.0,46.0,5.1,5.1,17.0,15.4,59.6,60.1,23.2,24.4,1.3,1.3,81,7.0,"48,100","51,177",6.4,2.2,94.3,93.1,11.6
83.0,00NG,W06000004,Denbighshire,Clwyd,Wales,"89,400","93,100","93,734",4.1,0.7,111.0,112,92.0,96.3,41.0,44.0,5.5,5.7,18.3,16.8,61.5,62.2,20.2,21.0,1.0,1.0,60,6.4,"39,900","40,546",1.6,2.3,91.1,93.8,12.1
110.0,00NJ,W06000005,Flintshire,Clwyd,Wales,"142,000","148,600","152,506",4.6,2.6,339.0,348,96.3,97.4,38.0,41.0,5.9,6.1,19.2,17.5,65.7,64.9,14.9,17.6,0.6,0.7,57,3.7,"60,600","63,781",5.2,2.4,94.2,93.6,14.6
343.0,00NL,W06000006,Wrexham,Clwyd,Wales,"124,200","128,500","134,844",3.5,4.9,255.0,268,95.4,98.9,38.0,40.0,5.8,6.5,18.4,17.9,65.6,65.1,16.0,16.9,0.6,0.8,362,26.8,"53,200","57,029",7.2,2.3,90.9,93.3,14.1
55.0,00NQ,W06000008,Ceredigion,Dyfed,Wales,"65,900","75,400","75,922",14.4,0.7,42.0,43,95.3,99.1,40.0,42.0,4.6,4.6,15.9,13.8,65.4,65.5,18.7,20.7,0.8,1.0,285,37.5,"31,200","31,562",1.2,2.3,85.6,92.8,11.4
212.0,00NS,W06000009,Pembrokeshire,Dyfed,Wales,"112,400","113,100","122,439",0.6,8.3,71.0,76,92.7,95.5,42.0,45.0,5.9,5.5,19.3,16.8,61.7,61.4,19.1,21.8,0.7,1.0,187,15.3,"47,700","53,122",11.4,2.3,95.8,94.0,11.5
52.0,00NU,W06000010,Carmarthenshire,Dyfed,Wales,"169,700","173,700","183,777",2.4,5.8,73.0,78,92.8,95.6,41.0,44.0,5.4,5.6,18.1,16.7,62.3,62.5,19.4,20.8,0.7,0.9,152,8.3,"73,500","78,829",7.3,2.3,93.2,93.7,11.1
288.0,00NX,W06000011,Swansea,West Glamorgan,Wales,"229,700","223,500","239,023",-2.7,6.9,591.0,632,93.8,97.6,39.0,39.0,5.4,5.5,17.6,16.2,64.2,65.9,18.3,17.9,0.7,0.8,967,40.5,"94,500","103,497",9.5,2.3,93.7,92.4,15.0
185.0,00NZ,W06000012,Neath Port Talbot,West Glamorgan,Wales,"138,800","134,400","139,812",-3.2,4.0,305.0,317,93.4,95.9,40.0,42.0,5.4,5.4,18.2,16.4,63.5,65.0,18.2,18.6,0.7,0.8,45,3.2,"57,500","60,393",5.0,2.3,96.1,93.1,11.1
34.0,00PB,W06000013,Bridgend,Mid Glamorgan,Wales,"129,500","128,700","139,178",-0.6,8.1,513.0,555,94.4,97.7,39.0,41.0,5.9,5.6,19.1,17.0,64.4,65.1,16.6,17.9,0.5,0.7,64,4.6,"53,400","58,515",9.6,2.3,97.4,93.8,13.4
300.0,00PD,W06000014,The Vale of Glamorgan,South Glamorgan,Wales,"118,100","119,300","126,336",1.0,5.9,361.0,382,92.7,94.9,39.0,42.0,6.1,5.8,20.0,17.5,63.3,64.2,16.7,18.2,0.7,0.8,58,4.6,"48,700","53,505",9.9,2.3,95.5,93.1,13.1
50.0,00PT,W06000015,Cardiff,South Glamorgan,Wales,"296,900","310,100","346,090",4.4,11.6,2233.0,"2,467",92.6,96.4,34.0,33.0,6.1,6.5,19.2,17.0,66.3,69.8,14.5,13.2,0.5,0.6,"2,968",85.8,"125,800","142,557",13.3,2.3,92.8,92.5,18.2
226.0,00PF,W06000016,Rhondda Cynon Taf,Mid Glamorgan,Wales,"234,900","231,900","234,410",-1.3,1.1,547.0,553,94.1,95.7,38.0,40.0,6.0,6.2,19.4,17.7,64.2,65.2,16.3,17.1,0.5,0.7,437,18.6,"94,600","99,663",5.4,2.3,94.5,93.6,12.4
44.0,00PK,W06000018,Caerphilly,Gwent,Wales,"170,600","169,500","178,806",-0.6,5.5,611.0,645,94.9,96.3,37.0,40.0,6.3,6.3,20.2,18.3,64.5,65.2,15.3,16.5,0.5,0.6,22,1.2,"69,400","74,479",7.3,2.4,97.3,93.2,13.4
23.0,00PL,W06000019,Blaenau Gwent,Gwent,Wales,"72,700","70,000","69,814",-3.7,-0.3,644.0,642,93.9,96.7,38.0,41.0,5.6,5.8,19.9,16.7,63.3,65.5,17.1,17.9,0.7,0.7,41,5.9,"29,600","30,416",2.8,2.3,95.4,92.8,9.5
305.0,00PM,W06000020,Torfaen,Gwent,Wales,"91,000","90,900","91,075",-0.1,0.2,723.0,725,93.8,95.1,39.0,41.0,5.7,5.9,19.9,17.6,63.3,64.4,16.8,18.0,0.6,0.8,17,1.9,"37,600","38,524",2.5,2.3,93.8,93.1,14.3
184.0,00PP,W06000021,Monmouthshire,Gwent,Wales,"80,200","85,000","91,323",6.0,7.4,100.0,108,95.4,96.8,41.0,45.0,5.3,5.1,18.7,16.5,63.3,62.6,18.0,20.9,0.7,1.0,65,7.1,"35,200","38,233",8.6,2.3,98.0,94.2,13.7
191.0,00PR,W06000022,Newport,Gwent,Wales,"135,500","137,600","145,736",1.5,5.9,723.0,765,93.1,96.0,37.0,38.0,6.5,6.5,20.9,18.9,63.1,64.8,16.1,16.3,0.6,0.7,327,22.4,"56,800","61,172",7.7,2.4,92.6,92.5,15.9
218.0,00NN,W06000023,Powys,Powys,Wales,"119,700","126,400","132,976",5.6,5.2,24.0,26,97.8,97.6,43.0,46.0,5.3,4.9,18.1,15.9,61.8,61.3,20.0,22.7,0.8,1.1,70,5.3,"53,900","58,345",8.2,2.2,94.0,94.4,10.6
176.0,00PH,W06000024,Merthyr Tydfil,Mid Glamorgan,Wales,"59,600","56,200","58,802",-5.7,4.6,508.0,528,93.8,95.9,38.0,40.0,5.7,6.2,19.8,17.4,63.7,66.0,16.2,16.7,0.5,0.7,36,6.1,"23,200","24,264",4.6,2.4,95.5,93.2,12.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
