Unnamed: 0,Unnamed: 1,Current LA code,Local authority,County,Region,Usual residents 1991,Usual residents 2001,Usual residents 2011,Percentage change in usual residents 2001,Percentage change in usual residents 2011,Population density (km2) 2001,Population density (km2) 2011,Sex ratio 2001,Sex ratio 2011,Median age 2001,Median age 2011,Percentage of population aged 0-4 2001,Percentage of population aged 0-4 2011,Percentage of population aged 0-14 2001,Percentage of population aged 0-14 2011,Percentage of population aged 15-64 2001,Percentage of population aged 15-64 2011,Percentage of population aged 65 and over 2001,Percentage of population aged 65 and over 2011,Percentage of population aged 90 and over 2001,Percentage of population aged 90 and over 2011,Short term residents 2011,"Short-term residents per 10,000 usual residents 2011",Households 2001,Households 2011,Percentage change in households 2011,Average household size (persons) 2011,Response rate 2001,Response rate 2011,Internet return rates 2011
133.0,00EB,E06000001,Hartlepool UA,Durham,North East,"91,100","90,200","92,028",-1.0,2.0,961.0,980,93.6,94.7,38.0,40.0,6.1,6.2,20.4,18.0,63.6,65.1,16.1,16.9,0.4,0.6,36,3.9,"38,000","40,434",6.4,2.3,97.1,93.9,14.2
181.0,00EC,E06000002,Middlesbrough UA,North Yorkshire,North East,"144,700","141,200","138,412",-2.4,-2.0,2621.0,"2,569",94.8,95.8,35.0,37.0,6.2,6.8,20.4,18.9,65.0,66.1,14.7,14.9,0.4,0.6,706,51.0,"57,000","57,203",0.4,2.4,96.4,92.7,14.4
223.0,00EE,E06000003,Redcar and Cleveland UA,North Yorkshire,North East,"145,900","139,200","135,177",-4.6,-2.9,568.0,552,93.2,94.4,39.0,43.0,5.4,5.6,19.0,16.6,64.2,64.0,16.7,19.4,0.5,0.7,17,1.3,"58,000","59,605",2.8,2.2,95.4,95.0,14.0
279.0,00EF,E06000004,Stockton-on-Tees UA,Durham,North East,"175,200","183,800","191,610",4.9,4.2,902.0,940,95.1,96.5,37.0,39.0,6.0,6.4,20.0,18.1,65.5,66.2,14.5,15.6,0.4,0.5,164,8.6,"75,000","79,159",5.5,2.4,97.0,94.2,16.1
80.0,00EH,E06000005,Darlington UA,Durham,North East,"99,300","97,900","105,564",-1.4,7.8,496.0,535,92.3,95.2,39.0,41.0,5.7,6.2,18.8,17.9,63.9,64.7,17.1,17.5,0.7,0.8,86,8.1,"42,000","46,670",11.1,2.2,97.6,94.1,13.8
74.0,00EJ,E06000047,County Durham UA,Durham,North East,"501,500","493,700","513,242",-1.6,4.0,222.0,231,94.6,95.9,39.0,42.0,5.3,5.6,17.8,16.0,65.6,66.0,16.5,18.0,0.6,0.7,869,16.9,"207,000","223,803",8.1,2.2,97.7,95.3,12.9
205.0,00EM,E06000048,Northumberland UA,Northumberland,North East,"305,500","307,400","316,028",0.6,2.8,61.0,63,95.4,95.2,41.0,45.0,5.1,5.1,17.5,15.8,64.9,64.1,17.6,20.0,0.6,0.9,65,2.1,"131,000","138,534",5.8,2.2,97.1,95.2,12.6
114.0,00CH,E08000020,Gateshead,Tyne and Wear,North East,"201,700","191,200","200,214",-5.2,4.7,1343.0,"1,406",93.7,95.8,39.0,40.0,5.6,5.9,18.0,16.5,64.6,65.9,17.4,17.6,0.6,0.7,196,9.8,"84,000","89,154",6.1,2.2,96.3,93.4,13.7
188.0,00CJ,E08000021,Newcastle upon Tyne,Tyne and Wear,North East,"275,000","266,200","280,177",-3.2,5.3,2346.0,"2,470",94.4,100.2,36.0,33.0,5.4,5.9,17.3,16.1,66.7,70.1,16.0,13.8,0.6,0.7,"3,097",110.5,"114,000","117,153",2.8,2.3,91.0,91.4,15.7
201.0,00CK,E08000022,North Tyneside,Tyne and Wear,North East,"194,600","192,000","200,801",-1.3,4.6,2330.0,"2,438",91.8,93.2,40.0,41.0,5.4,5.8,17.9,16.6,64.3,65.8,17.9,17.6,0.7,0.8,88,4.4,"85,000","91,295",7.4,2.2,95.7,95.2,15.3
267.0,00CL,E08000023,South Tyneside,Tyne and Wear,North East,"156,700","152,800","148,127",-2.5,-3.1,2373.0,"2,300",94.2,93.5,39.0,42.0,5.5,5.5,18.8,16.2,63.3,65.7,17.9,18.1,0.5,0.7,455,30.7,"66,000","67,167",1.8,2.2,95.1,94.5,13.6
284.0,00CM,E08000024,Sunderland,Tyne and Wear,North East,"295,900","284,600","275,506",-3.8,-3.2,2071.0,"2,004",94.5,94.6,37.0,41.0,5.3,5.6,18.5,16.3,66.0,66.7,15.5,17.0,0.5,0.6,852,30.9,"118,000","119,758",1.5,2.3,95.8,95.1,13.3
124.0,00ET,E06000006,Halton UA,Cheshire,North West,"124,800","118,600","125,746",-5.0,6.0,1499.0,"1,590",93.5,95.3,37.0,39.0,6.1,6.6,20.2,18.5,66.3,66.8,13.6,14.7,0.4,0.5,31,2.5,"48,000","53,312",11.1,2.3,96.6,93.0,16.9
316.0,00EU,E06000007,Warrington UA,Cheshire,North West,"184,700","191,200","202,228",3.5,5.8,1058.0,"1,119",96.7,98.4,37.0,40.0,6.1,6.1,19.5,17.9,66.4,66.2,14.2,15.9,0.5,0.6,224,11.1,"78,000","85,140",9.2,2.3,96.6,95.8,18.4
21.0,00EX,E06000008,Blackburn with Darwen UA,Lancashire,North West,"137,400","138,500","147,489",0.8,6.5,1011.0,"1,076",97.3,99.5,34.0,35.0,7.6,7.6,23.4,21.7,63.4,65.3,13.1,12.9,0.5,0.5,85,5.8,"53,000","57,353",8.2,2.5,95.2,93.2,17.2
22.0,00EY,E06000009,Blackpool UA,Lancashire,North West,"148,600","142,300","142,065",-4.2,-0.2,4074.0,"4,076",93.5,96.5,41.0,42.0,5.5,5.8,17.6,16.7,62.9,64.1,19.5,19.2,0.8,0.9,117,8.2,"64,000","64,367",0.6,2.1,94.3,94.9,14.2
60.0,00EQ,E06000049,Cheshire East UA,Cheshire,North West,"340,500","352,000","370,127",3.4,5.1,302.0,317,95.0,96.1,40.0,43.0,5.5,5.5,18.2,16.6,64.9,64.1,16.9,19.3,0.7,0.9,380,10.3,"147,000","159,441",8.5,2.3,97.2,96.2,16.5
61.0,00EW,E06000050,Chester,Cheshire,North West,"312,700","322,100","329,608",3.0,2.3,351.0,360,94.8,95.0,39.0,42.0,5.7,5.5,18.7,16.5,64.9,65.0,16.4,18.5,0.6,0.8,309,9.4,"133,000","141,442",6.3,2.3,96.0,96.3,15.8
2.0,16UB,E07000026,Allerdale,Cumbria,North West,"96,100","93,500","96,422",-2.7,3.1,75.0,78,95.0,96.6,41.0,45.0,5.0,5.1,17.4,15.7,64.4,63.6,18.3,20.8,0.7,0.9,93,9.6,"40,000","42,345",5.9,2.2,98.0,96.0,10.9
12.0,16UC,E07000027,Barrow-in-Furness,Cumbria,North West,"73,300","72,000","69,087",-1.8,-4.0,923.0,886,95.1,97.9,39.0,42.0,5.7,5.4,19.3,16.5,63.8,64.8,16.8,18.8,0.6,0.9,33,4.8,"31,000","31,224",0.7,2.2,94.6,95.2,14.2
51.0,16UD,E07000028,Carlisle,Cumbria,North West,"101,300","100,800","107,524",-0.5,6.7,97.0,103,93.8,95.3,40.0,42.0,5.2,5.6,17.6,16.1,64.5,65.4,18.0,18.5,0.7,0.8,129,12.0,"44,000","48,342",9.9,2.2,97.3,94.9,11.1
70.0,16UE,E07000029,Copeland,Cumbria,North West,"71,500","69,300","70,603",-3.1,1.9,95.0,96,99.1,101.0,39.0,44.0,5.3,5.2,18.3,15.8,65.1,65.3,16.6,18.9,0.6,0.7,26,3.7,"29,000","30,536",5.3,2.3,98.0,95.6,11.4
101.0,16UF,E07000030,Eden,Cumbria,North West,"45,800","49,900","52,564",9.0,5.3,23.0,25,97.2,98.1,42.0,46.0,5.2,4.5,16.8,15.1,64.3,63.0,18.6,21.9,0.8,0.9,22,4.2,"21,000","23,043",9.7,2.2,96.8,96.2,9.7
260.0,16UG,E07000031,South Lakeland,Cumbria,North West,"98,300","102,400","103,658",4.2,1.2,67.0,68,93.6,95.1,44.0,48.0,4.7,4.3,15.9,14.1,63.0,61.6,21.1,24.2,1.0,1.2,210,20.3,"44,000","46,552",5.8,2.2,96.5,96.3,11.7
42.0,30UD,E07000117,Burnley,Lancashire,North West,"92,000","89,500","87,059",-2.7,-2.7,809.0,787,94.1,96.7,37.0,39.0,6.3,6.7,21.2,18.4,64.0,65.3,15.3,16.2,0.7,0.8,17,2.0,"37,000","37,550",1.5,2.3,92.4,93.9,14.3
65.0,30UE,E07000118,Chorley,Lancashire,North West,"97,000","100,600","107,155",3.7,6.5,496.0,528,99.0,100.5,39.0,41.0,5.5,5.8,18.4,17.0,67.3,66.2,14.1,16.8,0.6,0.7,26,2.4,"41,000","44,919",9.6,2.3,96.7,95.5,16.0
113.0,30UF,E07000119,Fylde,Lancashire,North West,"71,900","73,300","75,757",1.9,3.4,443.0,457,92.4,94.4,44.0,47.0,4.9,4.8,16.4,14.8,60.7,61.0,22.9,24.2,1.1,1.2,94,12.4,"32,000","34,885",9.0,2.1,96.5,95.8,15.9
145.0,30UG,E07000120,Hyndburn,Lancashire,North West,"78,600","81,500","80,734",3.7,-0.9,1117.0,"1,106",95.4,98.1,36.0,39.0,6.6,6.7,21.3,19.2,63.4,65.0,15.2,15.9,0.6,0.6,23,2.8,"33,000","34,341",4.1,2.3,90.1,94.1,15.1
159.0,30UH,E07000121,Lancaster,Lancashire,North West,"129,600","134,000","138,375",3.4,3.3,233.0,240,91.8,93.4,38.0,40.0,5.4,5.2,17.5,15.5,64.8,66.2,17.9,18.3,0.9,0.9,957,69.2,"56,000","57,822",3.3,2.2,95.0,94.9,14.8
213.0,30UJ,E07000122,Pendle,Lancashire,North West,"85,500","89,300","89,452",4.4,0.2,527.0,528,95.2,96.9,37.0,39.0,6.6,7.1,21.1,19.2,63.4,64.7,15.3,16.0,0.7,0.7,57,6.4,"36,000","37,348",3.7,2.4,89.8,93.9,14.5
219.0,30UK,E07000123,Preston,Lancashire,North West,"130,000","130,400","140,202",0.3,7.5,916.0,985,96.1,100.5,35.0,35.0,6.0,6.6,19.3,18.0,66.0,68.3,14.5,13.7,0.5,0.6,"1,735",123.8,"53,000","57,567",8.6,2.3,91.7,93.6,17.6
227.0,30UL,E07000124,Ribble Valley,Lancashire,North West,"51,800","54,100","57,132",4.4,5.6,93.0,98,95.7,95.9,41.0,44.0,5.5,5.0,18.5,17.1,64.3,62.7,17.2,20.2,0.7,0.9,73,12.8,"22,000","24,045",9.3,2.3,98.2,95.6,12.6
232.0,30UM,E07000125,Rossendale,Lancashire,North West,"65,800","65,600","67,982",-0.3,3.6,475.0,492,95.0,96.4,37.0,40.0,6.1,6.4,20.9,18.1,64.6,66.4,14.3,15.5,0.5,0.6,14,2.1,"27,000","29,058",7.6,2.3,96.6,94.7,15.6
264.0,30UN,E07000126,South Ribble,Lancashire,North West,"102,600","103,900","109,057",1.3,5.0,920.0,965,95.1,95.7,39.0,42.0,5.5,5.8,18.9,17.0,65.6,65.2,15.6,17.8,0.6,0.7,63,5.8,"43,000","46,102",7.2,2.3,97.5,96.3,16.3
327.0,30UP,E07000127,West Lancashire,Lancashire,North West,"109,100","108,500","110,685",-0.5,2.0,313.0,319,93.1,94.7,39.0,42.0,5.6,5.4,18.9,16.8,65.3,64.3,15.7,18.9,0.6,0.7,150,13.6,"44,000","45,381",3.1,2.4,96.7,96.1,15.0
346.0,30UQ,E07000128,Wyre,Lancashire,North West,"102,500","105,800","107,749",3.2,1.8,374.0,381,90.6,94.1,43.0,47.0,5.0,4.7,17.5,14.8,60.4,60.4,22.1,24.7,0.9,1.1,171,15.9,"45,000","47,281",5.1,2.2,95.5,96.0,13.0
25.0,00BL,E08000001,Bolton,Greater Manchester,North West,"261,300","261,300","276,786",0.0,5.9,1869.0,"1,980",94.9,97.5,37.0,38.0,6.4,6.8,20.3,19.3,64.8,65.3,14.9,15.4,0.6,0.6,331,12.0,"108,000","116,371",7.8,2.4,94.5,93.6,16.0
43.0,00BM,E08000002,Bury,Greater Manchester,North West,"178,300","180,700","185,060",1.3,2.4,1816.0,"1,860",94.9,95.9,37.0,40.0,6.1,6.6,20.1,18.8,65.2,65.3,14.8,16.0,0.6,0.7,128,6.9,"74,000","78,113",5.6,2.3,94.7,94.4,16.2
171.0,00BN,E08000003,Manchester,Greater Manchester,North West,"432,700","422,900","503,127",-2.3,19.0,3658.0,"4,351",98.2,100.8,31.0,29.0,6.1,7.2,19.2,18.2,67.7,72.3,13.1,9.4,0.5,0.4,"5,506",109.4,"179,000","204,969",14.5,2.3,91.2,88.6,20.5
210.0,00BP,E08000004,Oldham,Greater Manchester,North West,"218,500","218,500","224,897",0.0,2.9,1535.0,"1,580",94.7,96.0,36.0,37.0,7.0,7.3,21.4,21.0,64.4,64.3,14.2,14.7,0.5,0.6,207,9.2,"88,000","89,703",1.9,2.5,92.8,92.1,16.1
230.0,00BQ,E08000005,Rochdale,Greater Manchester,North West,"203,900","206,400","211,699",1.2,2.6,1306.0,"1,339",95.5,95.9,36.0,38.0,6.6,7.0,21.3,19.8,64.6,65.7,14.2,14.6,0.5,0.6,144,6.8,"84,000","87,552",4.2,2.4,93.4,93.4,14.4
241.0,00BR,E08000006,Salford,Greater Manchester,North West,"230,800","217,000","233,933",-6.0,7.8,2233.0,"2,407",97.6,99.7,36.0,35.0,5.8,6.9,18.9,18.1,65.0,67.8,16.1,14.2,0.6,0.6,"1,115",47.7,"94,000","103,556",10.2,2.2,91.0,92.8,17.7
278.0,00BS,E08000007,Stockport,Greater Manchester,North West,"288,600","284,600","283,275",-1.4,-0.5,2258.0,"2,247",93.2,95.5,39.0,41.0,5.8,6.1,19.0,17.6,64.5,64.4,16.6,18.0,0.7,0.8,213,7.5,"121,000","121,979",0.8,2.3,95.5,95.8,16.0
290.0,00BT,E08000008,Tameside,Greater Manchester,North West,"218,000","213,100","219,324",-2.2,2.9,2065.0,"2,126",94.3,96.4,37.0,39.0,6.0,6.6,19.9,18.2,65.1,66.2,14.9,15.6,0.6,0.6,69,3.1,"90,000","94,953",5.5,2.3,96.3,95.7,16.4
308.0,00BU,E08000009,Trafford,Greater Manchester,North West,"215,800","210,200","226,578",-2.6,7.8,1982.0,"2,137",94.6,96.0,38.0,39.0,5.7,6.6,18.7,19.0,65.0,65.0,16.2,16.0,0.6,0.7,304,13.4,"89,000","94,484",6.2,2.4,95.1,93.1,16.9
333.0,00BW,E08000010,Wigan,Greater Manchester,North West,"305,600","301,500","317,849",-1.3,5.4,1602.0,"1,689",96.3,98.8,37.0,40.0,5.8,6.2,19.1,17.6,66.4,66.1,14.4,16.2,0.4,0.5,95,3.0,"125,000","136,386",9.1,2.3,97.1,94.3,15.0
157.0,00BX,E08000011,Knowsley,Merseyside,North West,"155,100","151,200","145,893",-2.5,-3.5,1749.0,"1,687",90.6,90.6,36.0,40.0,6.2,6.3,21.1,18.3,64.1,66.0,14.7,15.8,0.3,0.5,21,1.4,"61,000","61,323",0.5,2.4,90.1,92.7,14.6
166.0,00BY,E08000012,Liverpool,Merseyside,North West,"475,600","441,900","466,415",-7.1,5.5,3952.0,"4,170",92.6,97.7,35.0,35.0,5.6,5.6,18.5,15.6,66.3,70.4,15.2,14.0,0.5,0.5,"2,491",53.4,"188,000","206,515",9.8,2.2,88.7,88.5,16.6
274.0,00BZ,E08000013,St. Helens,Merseyside,North West,"180,100","176,800","175,308",-1.8,-0.8,1296.0,"1,285",94.1,96.6,38.0,41.0,5.7,5.9,19.4,17.0,65.0,65.1,15.6,17.9,0.5,0.6,78,4.4,"73,000","75,736",3.7,2.3,94.4,95.3,14.9
245.0,00CA,E08000014,Sefton,Merseyside,North West,"292,900","282,900","273,790",-3.4,-3.2,1848.0,"1,788",89.3,92.1,40.0,44.0,5.2,5.3,18.8,16.1,62.2,63.1,18.9,20.8,0.8,0.9,120,4.4,"117,000","117,930",0.8,2.3,92.7,93.7,14.0
337.0,00CB,E08000015,Wirral,Merseyside,North West,"334,300","315,000","319,783",-5.8,1.5,2006.0,"2,036",89.6,92.7,40.0,42.0,5.6,5.8,19.2,17.3,62.7,63.7,18.1,19.1,0.7,0.9,123,3.8,"135,000","140,583",4.1,2.3,94.9,93.8,15.2
154.0,00FA,E06000010,"Kingston upon Hull, City of UA",East Riding of Yorkshire,Yorkshire and the Humber,"263,300","249,900","256,406",-5.1,2.6,3498.0,"3,589",98.1,100.3,35.0,36.0,5.9,6.8,19.8,17.7,65.1,68.4,15.1,13.9,0.5,0.6,"1,069",41.7,"107,000","112,596",5.2,2.2,94.4,92.9,13.0
97.0,00FB,E06000011,East Riding of Yorkshire UA,East Riding of Yorkshire,Yorkshire and the Humber,"294,400","314,900","334,179",7.0,6.1,131.0,139,95.0,95.7,42.0,45.0,5.1,4.9,17.5,15.5,64.0,63.2,18.5,21.4,0.8,0.9,201,6.0,"131,000","143,032",9.2,2.3,98.1,96.1,11.6
195.0,00FC,E06000012,North East Lincolnshire UA,Lincolnshire,Yorkshire and the Humber,"161,000","158,000","159,616",-1.9,1.0,824.0,832,94.3,96.2,38.0,41.0,6.1,6.3,20.6,17.7,62.8,64.6,16.5,17.7,0.6,0.8,161,10.1,"66,000","69,707",5.6,2.3,96.8,92.9,13.8
198.0,00FD,E06000013,North Lincolnshire UA,Lincolnshire,Yorkshire and the Humber,"152,900","153,000","167,446",0.1,9.4,181.0,198,95.7,97.4,40.0,42.0,5.6,6.1,18.8,17.4,64.4,64.6,16.9,17.9,0.6,0.7,207,12.4,"64,000","70,684",10.4,2.3,97.5,93.6,13.4
348.0,00FF,E06000014,York UA,North Yorkshire,Yorkshire and the Humber,"172,300","181,300","198,051",5.2,9.2,667.0,728,92.7,94.6,38.0,38.0,5.1,5.4,16.3,15.0,66.7,68.1,16.9,16.9,0.7,0.8,"1,469",74.2,"77,000","83,552",8.5,2.3,96.9,93.9,14.8
76.0,36UB,E07000163,Craven,North Yorkshire,Yorkshire and the Humber,"50,300","53,700","55,409",6.8,3.2,46.0,47,92.5,93.4,43.0,47.0,5.0,4.6,17.5,15.4,62.0,61.8,20.3,22.8,0.9,1.2,59,10.6,"23,000","24,583",6.9,2.2,96.7,96.6,12.6
125.0,36UC,E07000164,Hambleton,North Yorkshire,Yorkshire and the Humber,"79,200","84,200","89,140",6.3,5.9,64.0,68,97.2,97.4,42.0,46.0,5.2,4.9,17.9,15.7,64.6,62.7,17.6,21.6,0.7,0.9,60,6.7,"35,000","38,117",8.9,2.3,98.4,96.2,11.9
130.0,36UD,E07000165,Harrogate,North Yorkshire,Yorkshire and the Humber,"140,200","151,500","157,869",8.1,4.2,116.0,121,93.7,95.3,40.0,43.0,5.3,5.5,18.0,17.0,64.6,63.4,17.4,19.6,0.9,1.1,343,21.7,"63,000","67,169",6.6,2.3,96.8,95.4,15.1
229.0,36UE,E07000166,Richmondshire,North Yorkshire,Yorkshire and the Humber,"45,300","47,100","51,965",4.0,10.3,36.0,39,106.6,111.6,37.0,40.0,6.2,5.6,18.5,16.7,66.0,65.9,15.3,17.5,0.6,0.7,57,11.0,"18,000","20,207",12.3,2.3,97.3,95.6,12.7
240.0,36UF,E07000167,Ryedale,North Yorkshire,Yorkshire and the Humber,"46,200","50,900","51,751",10.2,1.7,34.0,34,98.1,96.5,44.0,47.0,4.7,4.6,17.1,15.2,62.7,61.5,20.6,23.3,1.0,1.0,75,14.5,"21,000","22,524",7.3,2.2,96.7,97.3,10.3
243.0,36UG,E07000168,Scarborough,North Yorkshire,Yorkshire and the Humber,"108,700","106,200","108,793",-2.3,2.4,130.0,133,90.2,93.5,43.0,46.0,4.7,4.9,16.9,14.8,61.6,61.9,21.4,23.3,1.0,1.1,179,16.5,"47,000","49,435",5.2,2.2,97.0,95.3,11.5
246.0,36UH,E07000169,Selby,North Yorkshire,Yorkshire and the Humber,"71,800","76,600","83,449",6.7,8.9,128.0,139,95.9,96.3,39.0,42.0,5.6,5.8,19.6,17.1,65.7,66.1,14.8,16.8,0.5,0.7,90,10.8,"31,000","34,559",11.5,2.4,99.1,96.3,15.3
11.0,00CC,E08000016,Barnsley,South Yorkshire,Yorkshire and the Humber,"223,200","218,100","231,221",-2.3,6.0,663.0,703,94.8,96.6,38.0,41.0,5.7,6.0,19.1,17.3,64.8,65.4,16.1,17.3,0.6,0.6,132,5.7,"92,000","100,734",9.5,2.3,98.0,95.5,12.7
86.0,00CE,E08000017,Doncaster,South Yorkshire,Yorkshire and the Humber,"291,700","286,900","302,402",-1.6,5.4,505.0,532,95.4,97.4,38.0,40.0,5.9,6.4,19.4,17.8,64.1,65.3,16.4,16.9,0.5,0.7,323,10.7,"119,000","126,487",6.3,2.3,96.3,92.7,13.1
234.0,00CF,E08000018,Rotherham,South Yorkshire,Yorkshire and the Humber,"253,700","248,300","257,280",-2.1,3.6,867.0,898,94.7,96.3,38.0,41.0,6.0,6.1,19.7,17.9,64.8,64.7,15.6,17.4,0.5,0.7,161,6.3,"102,000","108,293",6.2,2.4,97.8,95.5,13.8
248.0,00CG,E08000019,Sheffield,South Yorkshire,Yorkshire and the Humber,"520,100","513,100","552,698",-1.3,7.7,1395.0,"1,502",95.5,97.4,37.0,36.0,5.7,6.1,17.9,17.1,65.7,67.4,16.4,15.5,0.7,0.8,"3,396",61.4,"218,000","229,928",5.5,2.3,94.3,90.7,15.5
29.0,00CX,E08000032,Bradford,West Yorkshire,Yorkshire and the Humber,"468,800","470,800","522,452",0.4,11.0,1285.0,"1,426",94.1,96.9,35.0,34.0,7.1,7.9,21.8,22.0,63.9,64.7,14.4,13.3,0.6,0.6,"1,335",25.6,"181,000","199,296",10.1,2.6,94.6,91.8,16.7
45.0,00CY,E08000033,Calderdale,West Yorkshire,Yorkshire and the Humber,"192,900","192,400","203,826",-0.3,5.9,529.0,560,93.6,95.6,38.0,40.0,6.2,6.3,20.0,18.4,64.4,65.7,15.6,15.9,0.6,0.7,141,6.9,"81,000","88,621",9.4,2.3,93.7,93.2,15.3
156.0,00CZ,E08000034,Kirklees,West Yorkshire,Yorkshire and the Humber,"379,000","389,000","422,458",2.6,8.6,952.0,"1,034",94.6,97.6,36.0,38.0,6.6,6.7,20.3,19.1,65.1,65.8,14.7,15.2,0.6,0.6,591,14.0,"159,000","173,525",9.1,2.4,95.1,92.5,15.8
160.0,00DA,E08000035,Leeds,West Yorkshire,Yorkshire and the Humber,"706,700","715,600","751,485",1.3,5.0,1297.0,"1,362",93.6,95.9,36.0,35.0,5.7,6.4,18.7,17.1,66.0,68.3,15.3,14.6,0.6,0.7,"3,761",50.0,"302,000","320,596",6.2,2.3,91.9,93.7,16.8
312.0,00DB,E08000036,Wakefield,West Yorkshire,Yorkshire and the Humber,"314,300","315,400","325,837",0.3,3.3,931.0,962,94.6,96.4,38.0,41.0,5.7,6.0,19.1,17.2,65.4,65.9,15.4,16.9,0.5,0.7,212,6.5,"132,000","140,414",6.4,2.3,96.4,95.4,15.0
84.0,00FK,E06000015,Derby UA,Derbyshire,East Midlands,"222,900","230,700","248,752",3.5,7.8,2956.0,"3,188",96.8,97.9,36.0,36.0,6.2,7.1,19.5,19.1,64.4,65.7,16.0,15.1,0.6,0.7,678,27.3,"95,000","102,271",7.7,2.4,96.1,92.3,16.7
161.0,00FN,E06000016,Leicester UA,Leicestershire,East Midlands,"281,500","282,800","329,839",0.5,16.6,3857.0,"4,497",94.9,97.6,33.0,31.0,6.8,7.4,20.6,19.8,66.1,68.9,13.4,11.3,0.6,0.5,"2,297",69.6,"111,000","123,125",10.9,2.6,91.9,92.1,19.6
239.0,00FP,E06000017,Rutland UA,Rutland,East Midlands,"33,000","34,600","37,369",4.8,8.0,91.0,98,106.0,102.5,40.0,43.0,4.9,5.0,17.3,16.2,65.6,62.8,17.1,21.0,0.9,1.0,46,12.3,"14,000","15,002",7.2,2.3,97.3,95.7,12.7
207.0,00FY,E06000018,Nottingham UA,Nottinghamshire,East Midlands,"279,400","268,900","305,680",-3.8,13.7,3603.0,"4,097",100.1,101.2,32.0,30.0,5.7,6.5,18.4,17.1,67.3,71.3,14.3,11.6,0.5,0.5,"3,916",128.1,"116,000","126,131",8.7,2.3,90.4,89.6,18.5
3.0,17UB,E07000032,Amber Valley,Derbyshire,East Midlands,"112,200","116,600","122,309",3.9,4.9,439.0,461,96.0,96.9,40.0,43.0,5.6,5.2,18.3,16.3,64.8,65.0,16.8,18.6,0.7,0.9,33,2.7,"49,000","52,596",7.3,2.3,98.1,96.1,12.8
24.0,17UC,E07000033,Bolsover,Derbyshire,East Midlands,"71,000","71,900","75,866",1.3,5.5,448.0,473,96.4,97.2,39.0,42.0,5.6,5.6,18.5,16.7,64.0,65.1,17.4,18.2,0.6,0.8,17,2.2,"30,000","32,801",9.3,2.3,98.7,95.9,13.2
62.0,17UD,E07000034,Chesterfield,Derbyshire,East Midlands,"99,700","98,800","103,788",-0.9,5.0,1496.0,"1,572",95.3,96.2,40.0,42.0,5.5,5.6,18.0,16.3,64.4,65.1,17.7,18.6,0.6,0.8,32,3.1,"43,000","46,796",8.8,2.2,98.1,95.9,13.9
85.0,17UF,E07000035,Derbyshire Dales,Derbyshire,East Midlands,"67,900","69,400","71,116",2.2,2.5,88.0,90,97.2,97.3,43.0,47.0,5.0,4.3,17.1,15.4,64.3,62.4,19.0,22.3,0.9,1.1,45,6.3,"29,000","30,744",6.0,2.3,97.9,96.2,11.8
106.0,17UG,E07000036,Erewash,Derbyshire,East Midlands,"106,700","110,100","112,081",3.2,1.8,1004.0,"1,022",95.9,96.1,38.0,41.0,5.7,5.8,19.2,16.6,64.9,65.5,15.8,17.8,0.6,0.8,45,4.0,"46,000","48,692",5.9,2.3,96.3,96.0,15.7
139.0,17UH,E07000037,High Peak,Derbyshire,East Midlands,"85,500","89,400","90,892",4.6,1.7,166.0,169,97.8,97.1,39.0,43.0,5.9,5.5,19.2,16.9,65.1,65.9,15.4,17.2,0.7,0.8,45,5.0,"37,000","38,946",5.3,2.3,93.5,96.0,15.6
194.0,17UJ,E07000038,North East Derbyshire,Derbyshire,East Midlands,"97,800","96,900","99,023",-0.9,2.2,352.0,359,96.2,96.2,42.0,45.0,4.9,4.8,17.2,15.2,64.9,63.6,17.9,21.1,0.5,0.9,32,3.2,"41,000","43,070",5.0,2.3,98.6,96.2,12.9
255.0,17UK,E07000039,South Derbyshire,Derbyshire,East Midlands,"72,700","81,700","94,611",12.4,15.8,242.0,280,98.3,98.6,38.0,40.0,6.1,6.1,19.2,18.4,66.2,66.1,14.6,15.5,0.5,0.6,59,6.2,"33,000","38,992",18.2,2.4,96.3,96.0,15.6
20.0,31UB,E07000129,Blaby,Leicestershire,East Midlands,"83,000","90,400","93,915",8.9,3.9,693.0,720,98.7,96.9,38.0,42.0,5.8,5.8,18.7,17.4,66.0,64.6,15.4,18.0,0.6,0.7,36,3.8,"36,000","38,686",7.5,2.4,97.3,96.3,16.5
56.0,31UC,E07000130,Charnwood,Leicestershire,East Midlands,"146,600","153,600","166,100",4.8,8.1,550.0,595,99.0,99.7,37.0,39.0,5.3,5.5,17.8,15.8,67.3,67.7,14.9,16.4,0.6,0.8,683,41.1,"61,000","66,516",9.0,2.4,97.0,96.2,17.3
127.0,31UD,E07000131,Harborough,Leicestershire,East Midlands,"67,900","76,800","85,382",13.1,11.2,130.0,144,98.4,98.4,40.0,43.0,6.0,5.5,19.0,17.8,65.6,63.9,15.8,18.3,0.7,0.8,62,7.3,"31,000","34,898",12.6,2.4,97.6,96.0,15.5
141.0,31UE,E07000132,Hinckley and Bosworth,Leicestershire,East Midlands,"96,700","100,200","105,078",3.6,4.9,337.0,353,96.5,96.9,40.0,43.0,5.6,5.5,17.9,16.5,66.0,65.1,16.1,18.4,0.6,0.7,91,8.7,"41,000","45,377",10.7,2.3,96.6,96.3,15.3
